"key","en","es","fr","de","ja"
"officer13_pescatarian_11_deadend_caption_00","Damn, dead end. ","Mierda, no hay salida.","Mince, une impasse.","Verdammt, Sackgasse.","Damn, dead end. "
"officer13_pescatarian_11_deadend_caption_01","Wait, I’m picking up electrical impulses running through this wall.","Espera, estoy captando unos impulsos eléctricos por esta pared.","Attends, je capte des impulsions électriques à travers ce mur.","Warte, ich empfange elektrische Impulse, die durch diese Wand laufen.","Wait, I’m picking up electrical impulses running through this wall."
"officer13_pescatarian_11_deadend_caption_02","I think it’s a motor neuron. Let’s see if I can’t provide a bit of stimulation...","Creo que es una neurona motora. A ver si puedo estimularla de algún modo...","Je crois que c'est un neurone moteur. Voyons si je peux le stimuler un peu...","Ich glaube, es ist ein motorisches Neuron. Mal sehen, ob ich es nicht ein bisschen stimulieren kann ...",I think it’s a motor neuron. Let’s see if I can’t provide a bit of stimulation...
"officer13_pescatarian_12_exploring_caption_00","Excellent! Being able to manipulate these nerves should make it quite a bit easier to escape. ","¡Excelente! Si conseguimos manipular estos nervios, salir de aquí será mucho más fácil.","Excellent ! Pouvoir manipuler ces nerfs devrait faciliter notre fuite.","Ausgezeichnet! Wenn du diese Nerven manipulieren kannst, sollte es viel einfacher sein zu entkommen.",Excellent! Being able to manipulate these nerves should make it quite a bit easier to escape.
"officer13_pescatarian_12_exploring_caption_01","If we keep exploring we’re bound to find... some kind of exit.","Si seguimos explorando, seguro que encontraremos alguna salida.","Si on continue à explorer, on devrait trouver... un genre de sortie.","Wenn wir weiterforschen, finden wir bestimmt ... eine Art Ausgang.",If we keep exploring we’re bound to find... some kind of exit.
"officer13_pescatarian_13_equipment_caption_00","This fish must have eaten a lot of Planck equipment. Explains the boats that have gone missing.","Este pez tiene que haber comido un montón de equipamiento Planck. Eso explicaría los barcos desaparecidos.","Ce poisson a dû avaler une tonne d'équipement de Planck. Ça explique les bateaux qui ont disparu.","Dieser Fisch muss eine Menge von Planck-Geräten gefressen haben. Das erklärt die Boote, die verschwunden sind.",This fish must have eaten a lot of Planck equipment. Explains the boats that have gone missing.
"officer13_pescatarian_14_bloodvessel_caption_00","Is this a blood vessel or something?","¿Esto es un vaso sanguíneo o algo así?","C'est un vaisseau sanguin ?","Ist das ein Blutgefäß oder so?",Is this a blood vessel or something?
"officer13_pescatarian_15_aaa_caption_00","Aaaaaaahhhh!","¡Aaaah!","Aaaaahhhh !","Aaaaaaahhhh!",Aaaaaaahhhh!
"officer13_pescatarian_16_biology_caption_00","Oh, good. You made it.","Ah, estupendo. Lo has logrado.","Ah, bien. Tu t'en es sortie.","Oh, gut. Du hast es geschafft.","Oh, good. You made it."
"officer13_pescatarian_16_biology_caption_01","The biology of this creature is unlike anything I’ve encountered in the reactor.","La biología de esta criatura no se parece a nada que haya visto en el reactor.","La biologie de cette créature ne ressemble à rien de ce que j'ai vu dans le réacteur.","Die Biologie dieser Kreatur ist anders als alles, was mir im Reaktor begegnet ist.",The biology of this creature is unlike anything I’ve encountered in the reactor.
"officer13_pescatarian_16_biology_caption_02","But then again, I haven’t been inside any other creatures. ","Aunque nunca he estado dentro de otras criaturas...","Enfin, je n'ai jamais vu d'autres créatures de l'intérieur.","Aber ich war ja auch noch nie in einem anderen Lebewesen.","But then again, I haven’t been inside any other creatures. "
"officer13_pescatarian_16_biology_caption_03","If exobiology was anywhere near equipped to study this, I’m sure they would have a field day.","Si exobiología tuviera el equipo necesario para estudiar esto, seguro que se pondrían las botas.","Si les gars d'exobiologie étaient équipés pour étudier ça, je suis sûr qu'ils s'en donneraient à cœur joie.","Wenn die Exobiologie auch nur annähernd in der Lage wäre, dies zu erforschen, hätte sie sicher einen Riesenspaß.","If exobiology was anywhere near equipped to study this, I’m sure they would have a field day."
"officer13_pescatarian_17_spine_caption_00","I don’t think there’s anything down here. Let’s check out the upper end of the spine.","No creo que haya nada aquí abajo. Vamos a examinar el extremo superior de la espina.","Je crois qu'il n'y a rien ici. Retournons à la partie supérieure de la colonne vertébrale.","Ich glaube nicht, dass es hier unten etwas gibt. Schauen wir uns das obere Ende der Wirbelsäule an.",I don’t think there’s anything down here. Let’s check out the upper end of the spine.
"officer13_pescatarian_18_starve_caption_00","This aetherback certainly didn’t starve to death. Keep vigilant.","Está claro que este ætherback no murió de hambre. No bajes la guardia.","Cet Aetherback n'est certainement pas mort de faim. Reste sur tes gardes.","Dieser Ætherback ist sicher nicht verhungert. Bleib wachsam.",This aetherback certainly didn’t starve to death. Keep vigilant.
"officer13_pescatarian_19_bots_caption_00","These units have been dead for hours. ","Estas unidades llevan horas muertas.","Ces unités sont mortes depuis des heures.","Diese Einheiten sind schon seit Stunden tot.",These units have been dead for hours.
"officer13_pescatarian_19_bots_caption_01","Their black boxes report... simultaneous failure of all delicate components.","Los informes de sus cajas negras indican un fallo simultáneo en los componentes más delicados.","Leur boîte noire rapporte... une panne simultanée de tous les composants délicats.","Ihre Blackboxes melden ... den gleichzeitigen Ausfall aller empfindlichen Komponenten.",Their black boxes report... simultaneous failure of all delicate components.
"officer13_pescatarian_19_bots_caption_02","It’s like their insides just dissolved. Apparently I’m in as much danger as you in here.","Es como si se les hubieran disuelto las entrañas... Por lo visto, aquí corro tanto peligro como tú.","Comme s'ils avaient été dissous de l'intérieur. Apparemment, je suis autant en danger que toi.","Es ist, als hätte sich ihr Inneres einfach aufgelöst. Anscheinend bin ich hier drin genauso in Gefahr wie du.",It’s like their insides just dissolved. Apparently I’m in as much danger as you in here.
"officer13_pescatarian_20_killer_caption_00","Our killer is revealed!","¡Hemos descubierto al asesino!","Et voilà notre meurtrier !","Unser Killer ist enttarnt!",Our killer is revealed!
"officer13_pescatarian_21_immune_caption_00","Just as I feared, this fish’s size requires an immune system that can fight appropriately large parasites. ","Tal y como me temía, este pez es tan grande que necesita un sistema inmunitario capaz de enfrentarse a parásitos de gran tamaño.","Comme je le craignais, la taille de ce poisson exige un système immunitaire qui peut combattre les gros parasites.","Wie ich schon befürchtet habe, erfordert die Größe dieses Fisches ein Immunsystem, das entsprechend große Parasiten bekämpfen kann.","Just as I feared, this fish’s size requires an immune system that can fight appropriately large parasites. "
"officer13_pescatarian_21_immune_caption_01","These are symbiotic organisms adapted to protect the host body. ","Son organismos simbióticos adaptados para proteger al anfitrión.","Ce sont des organismes symbiotiques adaptés pour protéger le corps de l'hôte.","Das sind symbiotische Organismen, die den Wirtskörper schützen.",These are symbiotic organisms adapted to protect the host body.
"officer13_pescatarian_21_immune_caption_02","I’ve heard of something similar from exobiologists, but nothing of this scale.","He oído a los exobiólogos hablar de algo parecido, pero nunca a este nivel.","J'ai entendu les exobiologistes parler de quelque chose de semblable, mais pas à cette échelle.","Ich habe von Exobiologen schon von etwas Ähnlichem gehört, aber nichts in dieser Größenordnung.","I’ve heard of something similar from exobiologists, but nothing of this scale."
"officer13_pescatarian_21_immune_caption_03","Now that we’re outside the digestive system, we’ve been recategorized from food to invaders. ","Ahora que estamos fuera del sistema digestivo, nos ha recategorizado de alimento a invasores.","Maintenant qu'on est sortis du système digestif, nous sommes passés de nourriture à envahisseurs.","Jetzt wo wir außerhalb des Verdauungssystems sind, wurden wir von Nahrungsmitteln zu Eindringlingen umkategorisiert.","Now that we’re outside the digestive system, we’ve been recategorized from food to invaders. "
"officer13_pescatarian_21_immune_caption_04","Things are only going to get more difficult here, we need to find an exit as soon as possible.","A partir de ahora, las cosas se pondrán más difíciles: debemos de encontrar una salida cuanto antes.","Ça ne va que se compliquer à partir d'ici, nous devons trouver une sortie au plus vite.","Die Dinge werden hier nur noch schwieriger werden, wir müssen so schnell wie möglich einen Ausgang finden.","Things are only going to get more difficult here, we need to find an exit as soon as possible."
"officer13_pescatarian_22_somany_caption_00","Shit, there are so many! ","¡Mierda, hay un montón!","Merde, il y en a un paquet !","Scheiße, es sind so viele!","Shit, there are so many! "
"officer13_pescatarian_23_goodwork_caption_00","Good work. I’m glad you’re here. ","Buen trabajo. Me alegro de que estés aquí.","Beau travail. Je suis content de t'avoir à mes côtés.","Gute Arbeit. Ich bin froh, dass du hier bist.",Good work. I’m glad you’re here.
"officer13_pescatarian_23_goodwork_caption_01","I honestly don’t know if I could survive in here with just my sidearm.","Sinceramente, no creo que pudiera sobrevivir en este lugar solo con mi arma.","Je ne sais vraiment pas si je pourrais survivre juste avec mon arme de poing.","Ich weiß ehrlich gesagt nicht, ob ich hier mit meiner Nebenwaffe allein überleben könnte.",I honestly don’t know if I could survive in here with just my sidearm.
"officer13_pescatarian_24_allaround_caption_00","They’re all around us, watch out!","¡Nos tienen rodeados! ¡Cuidado!","Ils sont tout autour de nous, fais attention !","Sie sind überall um uns herum, pass auf!","They’re all around us, watch out!"
"officer13_pescatarian_25_fuck_caption_00","Fucking phages.","Malditos fagos.","Saletés de phages.","Verdammte Phagen.",Fucking phages.
"officer13_pescatarian_26_run_caption_00","Holy shit, run! Move!!","¡Joder, corre! ¡Vamos!","Bordel, cours ! Allez !","Heilige Scheiße, lauf! Bewegung!!!","Holy shit, run! Move!!"
"officer13_pescatarian_27_getup_caption_00","Aah! Get up! Get up! Get up!","¡Aaah! ¡Levanta! ¡Arriba!","Aah ! Debout ! Debout ! Debout !","Aah! Steh auf! Steh auf! Steh auf!",Aah! Get up! Get up! Get up!
"officer13_pescatarian_28_safe_caption_00","Ok, ok, we should be safe here.","Vale, aquí deberíamos de estar a salvo.","Ouf, on devrait être en sécurité ici.","Okay, okay, hier sollten wir sicher sein.","Ok, ok, we should be safe here."
"officer13_pescatarian_29_age_caption_00","I haven’t faced anything like this in years, not without significantly more guns on my side at least.","Hacía años que no me enfrentaba a algo así, al menos, con tan pocas armas a mano.","Je n'ai rien affronté de tel depuis des années, pas sans beaucoup plus d'armes en tout cas.","So etwas habe ich seit Jahren nicht mehr erlebt, zumindest nicht ohne deutlich mehr Waffen auf meiner Seite.","I haven’t faced anything like this in years, not without significantly more guns on my side at least."
"officer13_pescatarian_29_age_caption_01","I’m feeling my age. ","Me estoy haciendo mayor.","Je commence à sentir mon âge.","Ich fühle mich alt.",I’m feeling my age.
"officer13_pescatarian_30_2_ready_caption_00","Ready? Here goes...","¿Lista? Allá vamos...","Prête ? C'est parti...","Bereit? Es geht los ...",Ready? Here goes...
"officer13_pescatarian_30_brace_caption_00","Yes! This is promising. ","¡Sí! ¡Esto pinta bien!","Super ! C'est prometteur.","Ja! Das ist vielversprechend.",Yes! This is promising.
"officer13_pescatarian_30_brace_caption_01"," If we can get the mouth open, we should be able to swim right out. ","Si podemos conseguir que la boca se abra, deberíamos ser capaces de salir nadando.","Si on peut ouvrir la bouche, on devrait pouvoir sortir en nageant.","Wenn wir das Maul öffnen können, sollten wir direkt hinausschwimmen können."," If we can get the mouth open, we should be able to swim right out. "
"officer13_pescatarian_30_brace_caption_02","There’s another nerve close to the surface here. ","Aquí hay otro nervio, cerca de la superficie.","Il y a un autre nerf près de la surface.","Hier liegt ein weiterer Nerv nahe der Oberfläche.",There’s another nerve close to the surface here.
"officer13_pescatarian_30_brace_caption_03","When I open the mouth, a massive amount of water is going to rush in, so brace yourself on a tooth or something. ","Cuando abra la boca, va a entrar un montón de agua. Agárrate a un diente o algo así.","Quand je vais ouvrir la bouche, ça va faire rentrer beaucoup d'eau, alors accroche-toi à une dent.","Wenn ich den Mund öffne, strömt eine riesige Menge Wasser hinein, also halte dich an einem Zahn oder so fest.","When I open the mouth, a massive amount of water is going to rush in, so brace yourself on a tooth or something. "
"officer13_pescatarian_31_shut_caption_00","Hmm. I guess the fish doesn’t appreciate having its mouth opened involuntarily. ","Mmm... Parece que al pez no le hace gracia que le obliguen a abrir la boca.","Hmm. Le poisson n'aime pas que sa bouche soit ouverte contre son gré.","Hmm. Ich schätze, der Fisch mag es nicht, wenn sein Maul unfreiwillig geöffnet wird.",Hmm. I guess the fish doesn’t appreciate having its mouth opened involuntarily.
"officer13_pescatarian_31_shut_caption_01","It’s consciously keeping it shut. ","La mantiene cerrada a propósito.","Il la garde consciemment fermée.","Es ist ein bewusstes Zuhalten.",It’s consciously keeping it shut.
"officer13_pescatarian_31_shut_caption_02","I might be able to synchronize enough nerves to override it, but it’s a bit of a long shot.","Tal vez pueda sincronizar suficientes nervios para anular ese impulso, pero es poco probable.","J'arriverais peut-être à synchroniser assez de nerfs pour y remédier, mais ce n'est pas garanti.","Vielleicht schaffe ich es, genug Nerven zu synchronisieren, um sie zu überlisten, aber das ist ein bisschen weit hergeholt.","I might be able to synchronize enough nerves to override it, but it’s a bit of a long shot."
"officer13_pescatarian_31_shut_caption_03"," just don’t have the spare power output.","El problema es que no tiene una potencia de salida adicional.","Je n'ai pas la puissance énergétique nécessaire.","Wir haben einfach nicht die nötige Leistung.", just don’t have the spare power output.
"officer13_pescatarian_31_shut_caption_04","I’ll keep poking around, you search to see if you can find anything else to help us, okay?","Seguiré probando suerte aquí. Mientras, intenta encontrar algo que pueda sernos de ayuda, ¿vale?","Je vais continuer à fouiner, essayez de trouver autre chose qui pourrait nous aider, d'accord ?","Ich schaue mich weiter um, du suchst, ob du noch etwas findest, das uns hilft, okay?","I’ll keep poking around, you search to see if you can find anything else to help us, okay?"
"officer13_pescatarian_32_prompt1_caption_00","There’s nothing you can do here, keep exploring and tell me what you find.","Aquí no puedes hacer nada. Sigue explorando y dime si encuentras algo.","Tu ne peux rien faire ici, continue à explorer et dis-moi ce que tu trouves.","Hier kannst du nichts tun. Erkunde weiter und sag mir, was du findest.","There’s nothing you can do here, keep exploring and tell me what you find."
"officer13_pescatarian_32_prompt1_caption_01","Maybe there’s a blowhole or something we can reach.","A lo mejor hay un espiráculo o algo a lo que podamos llegar.","Il y a peut-être un évent ou autre chose qu'on puisse atteindre.","Vielleicht gibt es ein Blasloch oder etwas, das wir erreichen können.",Maybe there’s a blowhole or something we can reach.
"officer13_pescatarian_33_prompt2_caption_00","Come on, stop loitering. The longer we’re here the more time there is for more phages to find us.","Venga, deja de holgazanear. Cuanto más tiempo estemos aquí, más fácil lo tendrán los fagos para encontrarnos.","Allez, arrête de traîner. Si on reste trop longtemps, plus de phages nous trouveront.","Komm schon, hör auf zu trödeln. Je länger wir hier sind, desto mehr Zeit bleibt für weitere Phagen, uns zu finden.","Come on, stop loitering. The longer we’re here the more time there is for more phages to find us."
"officer13_pescatarian_34_prompt3_caption_00","Get moving. I saw another exit near the back of the throat. Sinus or something.","Sigamos. He visto otra salida cerca de la parte trasera de la garganta. Un seno nasal o algo así.","Avance. J'ai vu une autre sortie près du fond de la gorge. Les sinus, je crois.","Mach dich auf den Weg. Ich habe einen weiteren Ausgang in der Nähe des hinteren Teils der Kehle gesehen. Sinus oder so ähnlich.",Get moving. I saw another exit near the back of the throat. Sinus or something.
"officer13_pescatarian_35_open_caption_00","Hey! Nice work! We’ll make a security drone out of you yet! ","¡Eh! ¡Buen trabajo! ¡Al final te convertiremos en un buen dron de seguridad!","Hé ! Bien joué ! Tu ferais un bon drone de sécurité !","Hey! Gute Arbeit! Wir werden noch eine Sicherheitsdrohne aus dir machen!",Hey! Nice work! We’ll make a security drone out of you yet!
"officer13_pescatarian_35_open_caption_01","With the fish dead it should be no problem to open the mouth. ","Ahora que el pez ha muerto, no debería haber problema para abrir la boca.","Maintenant que le poisson est mort, on devrait pouvoir lui ouvrir la bouche.","Wenn der Fisch tot ist, sollte es kein Problem sein, das Maul zu öffnen.",With the fish dead it should be no problem to open the mouth.
"officer13_pescatarian_35_open_caption_02","It’s a shame, they’d have loved to study this thing alive. ","Es una lástima... Les habría encantado estudiar viva a esta criatura.","C'est dommage, ils auraient adoré l'étudier vivant.","Das ist schade, denn sie hätten das Ding gern lebendig studiert.","It’s a shame, they’d have loved to study this thing alive. "
"officer13_pescatarian_35_open_caption_03","Not my department though... first priority is protecting Planck assets at the moment. Namely, myself. ","Eso no pertenece a mi departamento... En este momento mi prioridad es proteger a los activos de Planck. Principalmente, a mí mismo.","Mais ce n'est pas mon rayon... Ma priorité est de protéger les ressources de Planck. Donc, moi.","Aber das ist nicht meine Abteilung ... Im Moment hat der Schutz der Planck-Vermögenswerte oberste Priorität. Und damit meine ich mich selbst.","Not my department though... first priority is protecting Planck assets at the moment. Namely, myself. "
"officer13_pescatarian_35_open_caption_04","Let’s get out of here, I’ll give this nerve a little zap and the mouth should open right up.","Salgamos de aquí. Le daré una pequeña descarga a este nervio y la boca debería de abrirse.","Sortons d'ici, je vais donner une petite décharge à ce nerf, ça devrait ouvrir la bouche.","Lass uns hier verschwinden, ich gebe diesem Nerv einen kleinen Schubs und der Mund sollte sich sofort öffnen.","Let’s get out of here, I’ll give this nerve a little zap and the mouth should open right up."
"officer13_pescatarian_35_open_caption_05","Ready to swim?","¿Lista para nadar?","Prête à nager ?","Bereit zu schwimmen?",Ready to swim?
"officer13_pescatarian_35_open_caption_06","3, 2, 1.","3, 2, 2001.",,36925,"3, 2, 1."
"officer13_pescatarian_36_beached_caption_00","Ha ha! He got beached. Never mind about that water. That makes things easier.","¡Ja, ja, ja! Ha encallado. No te preocupes por el agua. Eso facilitará las cosas.","Ha ha ! Il s'est échoué. Ne t'inquiète pas pour l'eau. Ça nous facilite la tâche.","Ha ha! Er ist gestrandet. Das mit dem Wasser ist egal. Das macht die Sache einfacher.",Ha ha! He got beached. Never mind about that water. That makes things easier.
"officer13_pescatarian_36_beached_caption_01","Come on, get outside, I can’t keep this up for too long.","Venga, sal. No puedo mantener esto abierto mucho tiempo.","Sors, je ne peux pas maintenir ça ouvert très longtemps.","Komm schon, geh raus, ich kann das nicht mehr lange durchhalten.","Come on, get outside, I can’t keep this up for too long."
"officer13_pescatarian_37_run_caption_00","Okay. I’ll try to deliver a surge, and then run for it. ","Vale. Intentaré generar una descarga y después saldremos corriendo.","Bon, je vais essayer de lui donner un bon coup de jus et de m'enfuir.","Okay. Ich werde versuchen, einen Stromstoß abzuliefern, und dann abhauen.","Okay. I’ll try to deliver a surge, and then run for it. "
"officer13_pescatarian_37_run_caption_01","Here we go!","¡Allá vamos!","C'est parti !","Dann los!",Here we go!
"officer13_pescatarian_38_chomped_caption_00","Aaaaggh! I did not time that right!","¡Aaaagh! ¡No lo he calculado bien!","Aaaargh ! J'ai mal calculé mon coup !","Aaaaggh! Das habe ich nicht richtig geplant!",Aaaaggh! I did not time that right!
"officer13_pescatarian_38_chomped_caption_01","Oh god, I’m bit. I’m chomped. ","Dios, me ha mordido. Me ha masticado.","Mince alors, je me suis fait croquer.","Oh Gott, ich bin gebissen. Ich bin zerkaut.","Oh god, I’m bit. I’m chomped. "
"officer13_pescatarian_38_chomped_caption_02","This is it. It’s all going dark. ","Es el fin. Solo veo oscuridad...","C'est la fin. Tout s'assombrit.","Das ist es. Es wird alles dunkel.",This is it. It’s all going dark.
"officer13_pescatarian_38_chomped_caption_03","Goodbye--","Adiós...","Au revoir...","Auf Wiedersehen ...",Goodbye--
"officer13_pescatarian_39_revive_caption_00","Ahhh. Ha, you didn’t think I was dead, did you? ","¡Ja! Pensabas que estaba muerto, ¿eh?","Ahh. Ha, tu ne pensais pas que j'étais mort, si ?","Ahhh. Ha, du hast doch nicht gedacht, dass ich tot bin, oder?","Ahhh. Ha, you didn’t think I was dead, did you? "
"officer13_pescatarian_39_revive_caption_01","My legs are just motors and hydraulics. Everything important’s up here","Mis piernas solo son motores y sistemas hidráulicos. Lo importante está aquí arriba.","Mes jambes ne sont que moteurs et hydrauliques. L'important est dans la partie supérieure.","Meine Beine sind nur Motoren und Hydraulik. Alles Wichtige ist hier oben.",My legs are just motors and hydraulics. Everything important’s up here
"officer13_pescatarian_39_revive_caption_02","Okay... just gotta... ungh, there we go. ","Vale, solo hay que... Agh, vamos allá.","Bon... il faut juste que... humpf, voilà.","Okay ... ich muss nur ... ach, da haben wir’s.","Okay... just gotta... ungh, there we go. "
"officer13_pescatarian_40_goodbye_caption_00","Listen, I really appreciate you working with me to get out of that jam. ","Oye, gracias por haberme ayudado a salir de ese embrollo.","Écoute, je te remercie de ta coopération pour sortir de ce guêpier.","Hör zu, ich weiß es wirklich zu schätzen, dass du mit mir zusammenarbeitest, um aus der Klemme zu kommen.","Listen, I really appreciate you working with me to get out of that jam. "
"officer13_pescatarian_40_goodbye_caption_01","Normally I'd be a little more angry about you killing all of my soldiers, but this is a bit of an extraordinary circumstance. ","Normalmente, me habría molestado que matases a todos mis soldados, pero esta es una circunstancia inusual.","Normalement, je serais plus en colère pour tous les soldats que tu as tués, mais c'est une situation exceptionnelle.","Normalerweise wäre ich etwas wütender darüber, dass du alle meine Soldaten getötet hast, aber das ist ein außergewöhnlicher Umstand.","Normally I'd be a little more angry about you killing all of my soldiers, but this is a bit of an extraordinary circumstance. "
"officer13_pescatarian_40_goodbye_caption_02","That said, I’m calling in a requisition team to get me back to the reactor, and they won’t be as understanding. ","Dicho esto, voy a llamar a un equipo de requisición para que me lleve de vuelta al reactor, y dudo mucho que sean tan comprensivos.","Ceci dit, j'appelle une équipe de réquisition pour me ramener au réacteur. Ils ne seront pas aussi compréhensifs.","Allerdings werde ich ein Requisitenteam anfordern, das mich zurück zum Reaktor bringt, und die werden nicht so verständnisvoll sein.","That said, I’m calling in a requisition team to get me back to the reactor, and they won’t be as understanding. "
"officer13_pescatarian_40_goodbye_caption_03","You should get out of here before they arrive. Planck security is not your friend; I’m the most reasonable of the bunch.","Deberías de marcharte antes de que lleguen. La seguridad de Planck no es tu amiga. Soy mucho más razonable comparado con ellos.","Tu devrais partir avant qu'ils arrivent. La sécurité de Planck n'est pas ton amie. Je suis le plus raisonnable.","Du solltest von hier verschwinden, bevor sie kommen. Der Planck-Sicherheitsdienst ist nicht dein Freund; ich bin der Vernünftigste in der Truppe.",You should get out of here before they arrive. Planck security is not your friend; I’m the most reasonable of the bunch.
"officer13_pescatarian_40_goodbye_caption_04","Let’s hope we never meet again. ","Espero que no volvamos a encontrarnos jamás.","En espérant ne jamais te recroiser.","Hoffen wir, dass wir uns nie wiedersehen.",Let’s hope we never meet again.
"officer13_pescatarian_40_goodbye_caption_05","Goodbye.","Adiós.","Au revoir.","Tschüss.",Goodbye.
"officer13_pescatarian_40_goodbye_caption_06","Stay secure.","Cuídate.","Évite les dangers.","Pass auf dich auf.",Stay secure.
"officer13_pescatarian_41_prompt1_caption_00","Hey, I’m not kidding around, that requisition team is going to arrive any minute and they will absolutely kill you if you’re still here. Get going!","Oye, que no estoy de broma. El equipo de requisición llegará en cualquier momento y te matarán si ven que sigues aquí. ¡Muévete!","Hé, je ne plaisante pas, l'équipe de réquisition va arriver et elle te tuera si tu es là. Fiche le camp !","Hey, ich mache keine Witze, das Requisitionsteam wird jeden Moment eintreffen und sie werden dich umbringen, wenn du noch hier bist. Los!","Hey, I’m not kidding around, that requisition team is going to arrive any minute and they will absolutely kill you if you’re still here. Get going!"
"officer13_pescatarian_42_prompt2_caption_00","I appreciate your company, but you really do need to leave.","Agradezco tu compañía, pero tienes que marcharte.","J'apprécie ta compagnie, mais tu dois vraiment partir.","Ich schätze deine Gesellschaft, aber du musst wirklich gehen.","I appreciate your company, but you really do need to leave."
"officer13_react_careful_caption_00","Be careful!","¡Ten cuidado!","Fais attention !","Sei vorsichtig!",Be careful!
"officer13_react_excuse_caption_00","Excuse me!","¡Disculpa!","Excuse-moi !","Entschuldige mich!",Excuse me!
"officer13_react_friendlyfire_caption_00","Friendly fire!","¡Fuego amigo!","Tirs d'allié !","Freundbeschuss!",Friendly fire!
"officer13_react_getout_caption_00","Don't look at me, I don't know how to get out of here.","No me mires a mí. No sé cómo salir de aquí.","Ne me regarde pas, je ne sais pas comment sortir.","Sieh mich nicht an, ich weiß nicht, wie wir hier rauskommen.","Don't look at me, I don't know how to get out of here."
"officer13_react_hands_caption_00","Keep your hands to yourself.","Las manos quietecitas.","Ne me touche pas.","Behalte deine Hände bei dir.",Keep your hands to yourself.
"officer13_react_keepmoving_caption_00","Come on, let's keep moving. Don't wanna be in here longer than I have to.","Venga, sigamos. No quiero estar aquí más tiempo del necesario.","Bon, allons-y. Je ne veux pas m'éterniser ici.","Komm schon, bleiben wir in Bewegung. Ich will nicht länger als nötig hier drin bleiben.","Come on, let's keep moving. Don't wanna be in here longer than I have to."
"officer13_react_navigation_caption_00","My navigation systems are not functioning. I’ll follow you.","Mis sistemas de navegación no funcionan. Te seguiré.","Mes systèmes de navigation ne fonctionnent pas. Je te suis.","Meine Navigationssysteme funktionieren nicht. Ich werde dir folgen.",My navigation systems are not functioning. I’ll follow you.
"officer13_react_ouch_caption_00","Ouch!","¡Uy!","Aïe !","Autsch!",Ouch!
"officer13_react_ow_caption_00","Ow!","¡Ay!","Ouille !","Au!",Ow!
"officer13_react_personalspace_caption_00","Little personal space, please.","Que corra el aire, por favor.","Respecte mon espace personnel.","Ein wenig persönlichen Freiraum bitte.","Little personal space, please."
"officer13_react_whichway_caption_00","Which way should we go?","¿Qué camino deberíamos tomar?","On prend quel côté ?","Welchen Weg sollen wir gehen?",Which way should we go?
"officer13_door_alright_caption_00","Alright, come on.","Venga, vamos.","D'accord, allons-y.","Also gut, komm mit.","Alright, come on."
"officer13_door_come_caption_00","You can come through.","Puedes pasar.","Tu peux passer.","Du kannst es durchschaffen.",You can come through.
"officer13_door_gotit_caption_00","Got it.","Lo tengo.","Je l'ai.","Verstanden.",Got it.
"officer13_door_letgo_caption_00","I got it, you can let go.","Lo tengo. Puedes soltar.","Je le tiens, tu peux lâcher.","Ich habe es, du kannst loslassen.","I got it, you can let go."
"officer13_door_letsgo_caption_00","Ready, let’s go.","Listo. Vamos.","Je suis prêt, allons-y.","Fertig, los.","Ready, let’s go."
"officer13_door_move_caption_00","Let's move.","En marcha.","Avançons.","Bewegung.",Let's move.
"officer13_door_ok_caption_00","Ok.","Vale.","D'accord.","Okay.",Ok.
"officer13_door_ready_caption_00","Ready.","Listo.","Prêt.","Bereit.",Ready.
"officer13_door_side_caption_00","I got this side, come on through.","Tengo este lado. Pasa.","Je suis bon de ce côté, à toi de passer.","Ich habe diese Seite, komm durch.","I got this side, come on through."
"officer13_nicegun_caption_00","Nice gun!","¡Bonita pistola!","Belle arme !","Schöne Waffe!",Nice gun!
"pipegrowth_00_hey_caption_00","Oh, hey there. ","Ah, hola.","Oh, salut.","Oh, hallo!","Oh, hey there. "
"pipegrowth_01_quest_caption_00","What, you want to go past?","¿Eh? ¿Quieres pasar?","Quoi, tu veux passer ?","Was, du willst vorbei?","What, you want to go past?"
"pipegrowth_01_quest_caption_01","I’m kinda, uh, trying to grow here.","Estoy... tratando de crecer aquí.","J'essaie, euh, de pousser ici.","Ich versuche hier irgendwie zu wachsen.","I’m kinda, uh, trying to grow here."
"pipegrowth_01_quest_caption_02","You want me to scrunch aside, get out of your way, you’re gonna have to make it worth my while.","Si quieres que me haga a un lado para dejarte paso, tendrás que compensármelo de algún modo.","Tu veux que je m'écrase sur le côté, que je m'écarte, va falloir que ça en vaille la peine.","Wenn du willst, dass ich dir aus dem Weg gehe, dann musst du dafür sorgen, dass es sich für mich lohnt.","You want me to scrunch aside, get out of your way, you’re gonna have to make it worth my while."
"pipegrowth_01_quest_caption_03","Listen, I used to have a little spray bottle here, but I lost it.","Escucha, tenía un pulverizador por aquí, pero lo he perdido.","Écoute, j'avais un petit pulvérisateur ici, mais je l'ai perdu.","Hör zu, ich hatte mal eine kleine Sprühflasche hier, aber ich habe sie verloren.","Listen, I used to have a little spray bottle here, but I lost it."
"pipegrowth_01_quest_caption_04","You find my spray bottle, I’ll let you by. ","Te dejaré pasar si lo encuentras.","Si tu le trouves, je te laisse passer.","Wenn du meine Sprühflasche findest, lasse ich dich vorbei.","You find my spray bottle, I’ll let you by. "
