key,en,es,fr,de
dialogtree_KauboiConversationTree_3323bd3b-3543-49f2-9623-f798063616c2,お前の意思を尊重しよう。しかし、これはお前に与えられた唯一のチャンスだ。お前が立ち去ると言うのなら、この宇宙は破滅の運命を辿ることになる。,"No puedo tomar esa decisión por ti. Sin embargo, es tu única oportunidad. Si te marchas ahora, condenarás a todo un universo a las devastadoras llamas del Vacío.","Je ne peux pas choisir à ta place. Mais c'est ta seule chance. Si tu pars maintenant, tu condamnes tout un univers à la flamme stérilisatrice du Néant.","Ich kann die Entscheidung nicht für dich treffen. Aber dies ist deine einzige Chance. Wenn du jetzt gehst, verdammst du ein ganzes Universum der sterilisierenden Flamme der Leere."
dialogtree_KauboiConversationTree_3323bd3b-3543-49f2-9623-f798063616c2_0,わかった。じゃあリボルバーを渡して。,"Está bien. Dame el revólver.","D'accord, donne-moi le revolver.","Gut, gib mir den Revolver."
dialogtree_KauboiConversationTree_3323bd3b-3543-49f2-9623-f798063616c2_1,あなたのゲームに付き合うつもりはない。早くここから出して。,"No voy a jugar a esto. Sácame de aquí.","Je ne veux pas jouer à tes jeux. Laisse-moi sortir d'ici.","Ich werde dein Spiel nicht mitspielen. Lass mich verdammt noch mal hier raus."
dialogtree_KauboiConversationTree_34b9d421-3a69-45d8-8df0-40ca85e0ee16,そうだ。何故だか分かるか？,"Sí. ¿Sabes por qué?","Oui. Sais-tu pourquoi ?","Ja. Weißt du, warum?"
dialogtree_KauboiConversationTree_34b9d421-3a69-45d8-8df0-40ca85e0ee16_0,分からない,No.,Non,Nein.
dialogtree_KauboiConversationTree_34b9d421-3a69-45d8-8df0-40ca85e0ee16_1,ヘンリケの件で？,"¿Por lo que está haciendo Henrique?","À cause de ce que fait Henrique ?","Wegen dem, was Henrique tut?"
dialogtree_KauboiConversationTree_34b9d421-3a69-45d8-8df0-40ca85e0ee16_2,"[if JoinedChurch is False]マハリシ・グロントを殺したから？","[if JoinedChurch is False]¿Porque maté al maharishi Ghronto?","[if JoinedChurch is False]Parce que j'ai tué Maharishi Ghronto ?","[if JoinedChurch is False]Weil ich Maharishi Ghronto getötet habe?"
dialogtree_KauboiConversationTree_34b9d421-3a69-45d8-8df0-40ca85e0ee16_3,"[if JoinedChurch is True]ハイパーキューブ教会に入信したから？","[if JoinedChurch is True]¿Porque me uní a la Iglesia del Hipercubo?","[if JoinedChurch is True]Parce que j'ai rejoint l'Église de l'Hypercube ?","[if JoinedChurch is True]Weil ich mich der Kirche des Hyperwürfels angeschlossen habe?"
dialogtree_KauboiConversationTree_3a83419f-7ddb-4d39-ac1f-33e1156b976c,すまない。[gesture:spreadArms]ようこそ。我はカウボーイだ。,"Lo siento. [gesture:spreadArms]Te doy la bienvenida. Me llamo Kauboi.","Toutes mes excuses. [gesture:spreadArms]Bienvenue. Je suis Kauboi.","Entschuldigung. [gesture:spreadArms]Willkommen. Ich bin Kauboi."
dialogtree_KauboiConversationTree_3a83419f-7ddb-4d39-ac1f-33e1156b976c_0,一体何者なの？,"¿Qué eres?","Qu'est-ce que tu es ?","Was bist du?"
dialogtree_KauboiConversationTree_3a83419f-7ddb-4d39-ac1f-33e1156b976c_1,前に会ったことがある。,"Te he visto antes.","Je t'ai déjà vu.","Ich habe dich schon mal gesehen."
dialogtree_KauboiConversationTree_3befebc1-e047-4d4a-82f1-9a1a4483d336,"その熱意は認めよう。だが、これはおもちゃではない。お前の安全のためにも、弾薬は空にして渡す。もちろん、お前の装置では弾薬を合成できない。

[__]
時が来れば、お前にカートリッジを授けよう。","Agradezco tu entusiasmo, pero esta arma no es ningún juguete. Por tu propia seguridad, le quitaré la munición. Naturalmente, tampoco la podrás sintetizar con tu máquina.
 
[__]
Te daré un cartucho cuando llegue el momento.","Ton enthousiasme fait plaisir à voir. Mais cette arme n'est pas un jouet. Pour ta sécurité, le revolver ne sera pas chargé. Et, évidemment, ta machine ne peut pas le synthétiser.

[__]
Tu recevras des munitions au moment voulu.","Wir wissen deine Begeisterung zu schätzen. Aber diese Waffe ist kein Spielzeug. Zu deiner eigenen Sicherheit wird dem Revolver die Munition entnommen. Und sie kann natürlich nicht von deiner Maschine synthetisiert werden.
 
 [__]
 Erst wenn die Zeit reif ist, werde ich dir eine Patrone geben."
dialogtree_KauboiConversationTree_3befebc1-e047-4d4a-82f1-9a1a4483d336_0,わかった。空のリボルバーでも構わない。,"Está bien. Dame el revólver vacío.","Très bien, donne-moi le revolver vide.","Gut, gib mir den leeren Revolver."
dialogtree_KauboiConversationTree_3befebc1-e047-4d4a-82f1-9a1a4483d336_1,そんな、装填しておけば便利なのに。,"Venga ya, el arma sería más útil si estuviera cargada.","Allez, ce serait bien plus pratique s'il était chargé.","Komm schon, sie wäre so viel nützlicher geladen."
dialogtree_KauboiConversationTree_416d2686-24ea-4e6e-a8a6-9645280ec75b,"通常、ヴォイドの者でないエンティティは、ヴォイドのエンティティを傷つけることができない。
[__]
[gesture:point]だが、ここで二つの要素がチャンスをもたらす。まず一つは、ヘンリケがお前にカタリストの役目を委任したこと。奴はお前の生命力を使ってヴォイドへのゲートを開くつもりだ。そして、そのために必要な特別なエネルギーパターンをお前の身体に注入した。[if JoinedChurch is False]お前がグロントを殺し得たのは、そのヴォイドエネルギーの痕跡のおかげだ。[endif][if JoinedChurch is True]お前が教会に入信できたのは、そのヴォイドエネルギーの痕跡のおかげだ。[endif]
[__]
二つ目の要素がこの、[custom:SHOW_REVOLVER]我がリボルバーだ。領域とヴォイドの両方に並行して存在する、唯一の武器。二つの存在平面を巻き込むことで、両方に干渉できる。","Normalmente no. Una entidad que no pertenezca al Vacío no puede soñar con dañar a una entidad del Vacío.
[__]
[gesture:point]Aun así, hay dos factores que te permitirán presentar batalla. El primero es que Henrique te convirtió en el catalizador. Su intención es usar tu energía vital para abrir un portal al Vacío, y ya te ha dotado de los patrones de energía arcana necesarios para ello. [if JoinedChurch is False]Por cierto, ese rastro de energía del Vacío fue lo que te permitió matar a Ghronto.[endif][if JoinedChurch is True]Por cierto, ese rastro de energía del Vacío fue lo que te permitió unirte a la iglesia de Ghronto.[endif]
[__]
El segundo factor es este. [custom:SHOW_REVOLVER] Mi revólver: un arma absolutamente única que existe al mismo tiempo en los universos normales y en el Vacío. Une ambos planos de la existencia, por lo que es capaz de interactuar con los dos.","Normalement, non. Aucune entité qui n'est pas du Néant ne peut rêver de faire du mal à une entité du Néant.
[__]
[gesture:point]Mais deux facteurs te donnent une chance. Le premier : Henrique t'a choisie comme catalyseur. Il veut utiliser ta force vitale pour ouvrir un portail vers le Néant et t'a déjà imprégnée des motifs d'énergie obscure nécessaires. [if JoinedChurch is False]Cette trace de l'énergie du Néant est ce qui t'a d'ailleurs permis de tuer Ghronto.[endif][if JoinedChurch is True]Cette trace de l'énergie du Néant est ce qui t'a d'ailleurs permis de te joindre à l'église de Ghronto.[endif] 
[__]
Le second est ceci. [custom:SHOW_REVOLVER] Mon revolver. Une arme unique en son genre qui existe en parallèle aux champs du royaume et du néant. Il emmêle deux niveaux d'existence et peut ainsi interagir avec chacun.","Normalerweise nicht. Ein Wesen, das nicht der Leere angehört, denkt nicht im Traum daran, einem Wesen der Leere zu schaden.
 [__]
 [gesture:point]Aber zwei Faktoren geben dir eine Chance. Der erste: Henrique hat dir den Katalysator übertragen. Er will deine Lebenskraft nutzen, um ein Tor zur Leere zu öffnen, und hat dich bereits mit den dafür notwendigen arkanen Energiemustern infundiert. [if JoinedChurch is False]Diese Spur von Leereenergie hat es dir übrigens ermöglicht, Ghronto zu töten.[endif][if JoinedChurch is True]Diese Spur von Leereenergie hat es dir übrigens ermöglicht, Ghrontos Kirche beizutreten.[endif] 
 [__]
 Der zweite Faktor ist dieser: [custom:SHOW_REVOLVER] Mein Revolver. Eine einzigartige Waffe, die parallel in den Feldern der Reiche und der Leere existiert. Sie verbindet zwei Daseinsebenen und kann daher mit beiden interagieren."
dialogtree_KauboiConversationTree_416d2686-24ea-4e6e-a8a6-9645280ec75b_0,それを使えばヘンリケを殺せるのね。,"Así que puedo usarlo para matar a Henrique.","Donc, je peux tuer Henrique avec.","Ich kann sie benutzen, um Henrique zu töten."
dialogtree_KauboiConversationTree_49b4a61d-9a46-4ddc-a472-a96c35a2b956,"いい返事が聞けて嬉しく思う。[if ExplainedRevolver is True][custom:SHOW_REVOLVER]これがリボルバーだ、受け取ってくれるか？[endif]","Me alegra oír eso. [if ExplainedRevolver is True][custom:SHOW_REVOLVER]Aquí tienes mi revólver. ¿Estás lista para utilizarlo?[endif]","Je suis ravie de l'entendre. [if ExplainedRevolver is True][custom:SHOW_REVOLVER]Voici mon revolver, es-tu prête à le recevoir ?[endif]","Das freut mich zu hören. [if ExplainedRevolver is True][custom:SHOW_REVOLVER]Hier ist mein Revolver, bist du bereit, ihn zu nehmen?[endif]"
dialogtree_KauboiConversationTree_49b4a61d-9a46-4ddc-a472-a96c35a2b956_0,"[if ExplainedRevolver is not True]どうすればヘンリケを止められる？","[if ExplainedRevolver is not True]¿Cómo detenemos a Henrique?","[if ExplainedRevolver is not True]Comment arrêter Henrique ?","[if ExplainedRevolver is not True]Wie können wir Henrique aufhalten?"
dialogtree_KauboiConversationTree_49b4a61d-9a46-4ddc-a472-a96c35a2b956_1,"[if ExplainedRevolver is True]えぇ、こちらに渡して。","[if ExplainedRevolver is True]Sí, dámelo.","[if ExplainedRevolver is True]Je suis prête, donne-le-moi.","[if ExplainedRevolver is True]Ich bin bereit, gib ihn mir."
dialogtree_KauboiConversationTree_4d731572-e223-4386-b15a-35ec2830652f,"そうか。話が早くて助かる。
ヘンリケはハイパーキューブを取り戻そうとしている。ヴォイド・デレゲーションの手に渡れば、奴らはキューブの力を振るい、あらゆる領域とそこに暮らす者たちを破壊し尽くすだろう。","Bien, tu prisa está más que justificada. 
Henrique quiere recuperar el Hipercubo. Si eso ocurriera, la Delegación del Vacío lo utilizará para destruir una infinidad de reinos y a todos los que habitan en ellos.","Très bien. Ton empressement est justifié.
Henrique prévoit de reprendre l'Hypercube. Si cela se produit, la Délégation du Néant l'utilisera pour détruire d'innombrables royaumes et leurs habitants.","Gut. Deine Eile ist berechtigt. 
 Henrique will den Hyperwürfel zurückstehlen. Wenn das geschieht, wird die Leere-Delegation ihn benutzen, um unzählige Reiche und alle, die darin leben, zu zerstören."
dialogtree_KauboiConversationTree_4d731572-e223-4386-b15a-35ec2830652f_0,ヘンリケの計画とは？,"¿Cuál es el plan de Henrique?","Que prévoit Henrique ?","Was ist Henriques Plan?"
dialogtree_KauboiConversationTree_4d731572-e223-4386-b15a-35ec2830652f_1,どうすればヘンリケを止められる？,"¿Cómo podemos detener a Henrique?","Comment arrêter Henrique ?","Wie können wir Henrique aufhalten?"
dialogtree_KauboiConversationTree_53e3a4a0-4b31-4aa2-bb22-937098889425,ヘンリケの行ないを目の当たりにしたのだろう。奴と対立するには十分な理由だ。,"Ya has visto la forma de trabajar de Henrique. Diría que es motivo de sobra para enfrentarse a él.","Tu as vu l'œuvre d'Henrique. Cela devrait suffire pour t'opposer à lui.","Du hast Henriques Arbeit gesehen. Das ist sicher genug, um ihm entgegenzutreten."
dialogtree_KauboiConversationTree_53e3a4a0-4b31-4aa2-bb22-937098889425_0,わかった、あなたの側につくよ。,"Está bien, trabajaré para ti.","Très bien, je vais travailler pour toi.","Gut, ich werde für dich arbeiten."
dialogtree_KauboiConversationTree_53e3a4a0-4b31-4aa2-bb22-937098889425_1,お断りだね、自分のやり方でいく。,"No gracias, prefiero hacerlo sin ayuda.","Non merci, je vais prendre le risque.","Nein danke, das Risiko gehe ich ein."
dialogtree_KauboiConversationTree_544eb9d3-9b71-4e46-a21a-0ed32a3ee66f,ヘンリケを殺すためにお前を信用する。それ以外の選択肢がないからだ。だが、レルムウォーカーを殺す武器を事前に持たせる理由はない。この空の銃を受け取るか、さもなくば立ち去れ。,"Te confío la tarea de matar a Henrique porque es mi única opción. Sin embargo, y hasta entonces, no tengo motivos para entregarte un arma que podría matar a un trotarreinos. Llévate el arma vacía, o lárgate de aquí.","Je te fais confiance pour tuer Henrique parce que c'est ma seule option. Mais je n'ai aucune raison de te faire confiance avec une arme qui peut tuer un passe-royaume avant le moment voulu. Prends le revolver vide ou va-t'en.","Ich vertraue darauf, dass du Henrique tötest, weil das meine einzige Möglichkeit ist. Aber bis dahin habe ich keinen Grund, dir eine Waffe anzuvertrauen, mit der du einen Reichswandler töten kannst. Nimm die leere Waffe oder verschwinde."
dialogtree_KauboiConversationTree_544eb9d3-9b71-4e46-a21a-0ed32a3ee66f_0,わかった。空のリボルバーでも構わない。,"Está bien. Dame el revólver vacío.","Très bien, donne-moi le revolver vide.","Gut, gib mir den leeren Revolver."
dialogtree_KauboiConversationTree_544eb9d3-9b71-4e46-a21a-0ed32a3ee66f_1,断る。,"Me niego.","Je refuse.","Ich weigere mich."
dialogtree_KauboiConversationTree_5cc3abbe-71bf-42b5-8176-19c3b5736790,カウアーはエーテルにおける我が聖域であり、我が家だ。建築にはエーテルバックの力を借りた。奴らは我を神の眷属だと信じている。,"El kaüer es mi santuario y mi hogar aquí, en Æther. Los ætherbacks me ayudaron a construirlo. Me consideran una especie de divinidad menor.","Le Kaüer est mon sanctuaire et refuge ici en Aether. Les tribus d'Aetherbacks m'ont aidé à le construire. Ils me prennent pour une divinité mineure.","Das Kaüer ist mein Zufluchtsort und mein Zuhause hier in Aether. Die Ætherback-Stämme haben mir geholfen, es zu bauen. Sie glauben, dass ich eine kleine Gottheit bin."
dialogtree_KauboiConversationTree_6001cdfb-7e43-4185-a756-a289c85e060e,"[custom:HIDE_REVOLVER] [gesture:bowHead]お前は重大な過ちを犯そうとしている。しかし、我にはカタリストを害することができぬ。行くがいい。だが、それによって何兆という生命が犠牲になることを忘れるな。","[custom:HIDE_REVOLVER] [gesture:bowHead]Cometes un grave error. Sin embargo, no puedo hacer daño a un catalizador. Puedes marcharte, pero recuerda que estás condenando a la extinción miles de billones de vidas.","[custom:HIDE_REVOLVER] [gesture:bowHead]Tu fais une grave erreur. Toutefois, je ne peux pas faire de mal à un catalyseur. Tu es libre. Sache juste que tu condamnes des milliers de milliards de vies.","[custom:HIDE_REVOLVER] [gesture:bowHead]Du machst einen schweren Fehler. Ich bin jedoch nicht in der Lage, einem Katalysator zu schaden. Es steht dir frei zu gehen. Aber sei dir bewusst, dass du damit Billionen von Leben auslöschst."
dialogtree_KauboiConversationTree_648c5d52-a3ee-4e3f-88eb-40bc1e1bb82f,奴がどう使命を果たそうとしたかについては興味がない。使命を果たしたかどうかが問題だ。,"Me da igual cómo trabaje, solo quiero que las cosas se hagan.","Je me fiche de comment il fait son travail. Je veux juste que ce soit fait.","Es ist mir egal, wie er seine Arbeit macht. Mich interessiert nur, dass sie erledigt wird."
dialogtree_KauboiConversationTree_648c5d52-a3ee-4e3f-88eb-40bc1e1bb82f_0,グロントの……使命？,"¿Cuál era... su trabajo?","C'était quoi... son travail ?","Was war ... seine Arbeit?"
dialogtree_KauboiConversationTree_6ce52f3e-8e69-40c6-aedc-cb09ad351199,"レルムウォーカー。
ヘンリケと同じく、ヴォイドの住人だ。
いや、元住人か。あそこに戻れば我は殺されてしまう。だから、この領域で暮らさざるを得なくなった。このエーテルと呼ばれる領域は、ヘンリケもわざわざ入ろうとしない。我にとって最も安全な場所と言える。","Soy un trotarreinos.
Como Henrique. Soy un habitante del Vacío.
Bueno, o lo era... Si vuelvo allí, me matarán. Ahora, debo vivir entre diferentes reinos. El reino en el que estamos ahora, Æther, es el más seguro para mí. Ni siquiera Henrique se atreve a entrar aquí.","Un passe-royaume.
Comme Henrique. Un habitant du Néant.
Ou ancien habitant, plutôt. Je serai exécuté si j'y retourne. J'en suis réduit à vivre dans les royaumes. À présent, nous sommes dans Aether, le plus sûr pour moi. Même Henrique n'oserait y entrer.","Ein Reichswandler.
 Wie Henrique. Ein Bewohner der Leere.
 Oder ein ehemaliger Bewohner. Wenn ich jemals zurückkehre, wird man mich töten. Deshalb muss ich in den Reichen leben. Das Reich, in dem wir uns jetzt befinden, Aether, ist für mich am sichersten, denn nicht einmal Henrique würde es wagen, es zu betreten."
dialogtree_KauboiConversationTree_6ce52f3e-8e69-40c6-aedc-cb09ad351199_0,ここは危険な場所なの？？,"¿Este lugar es peligroso?","Est-ce que cet endroit est dangereux ?","Ist dieser Ort gefährlich?"
dialogtree_KauboiConversationTree_6ce52f3e-8e69-40c6-aedc-cb09ad351199_1,私をここに導いたのはあなた？,"¿Tú me has traído hasta aquí?","M'as-tu appelée ici ?","Hast du mich herbestellt?"
dialogtree_KauboiConversationTree_6e57734c-5c33-4488-b725-51d42b72baf9,よろしい。塔の上にヴォルテックスが開いている。そこに飛び込むがよい。すべての領域のために、お前の幸運を祈る。,"Muy bien. Se ha abierto un vórtice sobre la torre. Sube allí y ponte en marcha. Te deseo buena suerte, por el bien de todos los reinos.","Comme tu voudras. Un vortex s'est ouvert au-dessus de la tour, tu peux y accéder et partir. Je te souhaite bonne chance, au nom des royaumes.","Nun gut. Über dem Turm hat sich ein Wirbel geöffnet. Du kannst aufsteigen und dich auf den Weg machen. Ich wünsche dir viel Glück, um aller Reiche willen."
dialogtree_KauboiConversationTree_71d6dd34-2d37-474e-8ccb-abdce4f3be06,[gesture:point]まず、我が弟子マハリシ・グロントを殺したな。何故だ？,"[gesture:point]Para empezar, has matado a Ghronto, mi pupilo. ¿Por qué?","[gesture:point]Tout d'abord, tu as assassiné mon protégé, Ghronto. Pourquoi ?","[gesture:point]Erstens hast du meinen Schützling, Ghronto, ermordet. Warum?"
dialogtree_KauboiConversationTree_71d6dd34-2d37-474e-8ccb-abdce4f3be06_0,当然の報いだった。,"Se lo había buscado.","Il le méritait.","Er hatte es verdient."
dialogtree_KauboiConversationTree_71d6dd34-2d37-474e-8ccb-abdce4f3be06_1,ロボットを奴隷化して神権君主制を敷いていたから。,"Estaba dirigiendo una monarquía teocrática que esclavizaba robots.","Il dirigeait une monarchie théocratique de robots esclaves.","Er führte eine theokratische Monarchie mit versklavten Robotern."
dialogtree_KauboiConversationTree_71d6dd34-2d37-474e-8ccb-abdce4f3be06_2,ごめんなさい、反乱軍のロボットに言われて仕方なくやったの。,"Lo siento, los robots rebeldes me obligaron.","Je suis désolée, les robots rebelles m'y ont forcée.","Es tut mir leid, die Rebellenroboter haben mich dazu gezwungen."
dialogtree_KauboiConversationTree_76f018fa-0463-4210-b9fc-45157b0d3c27,お前の意思を尊重しよう。しかし、これはお前に与えられた唯一のチャンスだ。お前が立ち去ると言うのなら、この宇宙は破滅の運命を辿ることになる。,"No puedo tomar esa decisión por ti. Sin embargo, es tu única oportunidad. Si te marchas ahora, condenarás a todo un universo a las devastadoras llamas del Vacío.","Je ne peux pas choisir à ta place. Mais c'est ta seule chance. Si tu pars maintenant, tu condamnes tout un univers à la flamme stérilisatrice du Néant.","Ich kann die Entscheidung nicht für dich treffen. Aber dies ist deine einzige Chance. Wenn du jetzt gehst, verdammst du ein ganzes Universum der sterilisierenden Flamme der Leere."
dialogtree_KauboiConversationTree_76f018fa-0463-4210-b9fc-45157b0d3c27_0,わかった。じゃあリボルバーを渡して。,"Está bien. Dame el revólver.","D'accord, donne-moi le revolver.","Gut, gib mir den Revolver."
dialogtree_KauboiConversationTree_76f018fa-0463-4210-b9fc-45157b0d3c27_1,あなたのゲームに付き合うつもりはない。早くここから出して。,"No voy a jugar a esto. Sácame de aquí.","Je ne veux pas jouer à tes jeux. Laisse-moi sortir d'ici.","Ich werde dein Spiel nicht mitspielen. Lass mich verdammt noch mal hier raus."
dialogtree_KauboiConversationTree_77a82247-e50c-42c3-9a34-77287e3d024e,確かに、忘れられし者たちは囚われ眠り続けている。だが、その話は初期開拓時代にまで遡る。いま重要なのは彼らの話ではなく、お前の存在についてだ。,"Sí, los olvidados están aquí encerrados, pero llevan en letargo desde la época del Primer Arquitecto. Ya no son importantes. Lo importante ahora es tu presencia.","Les Oubliés sont emprisonnés ici, oui. Mais ils sommeillent depuis l'époque du Premier architecte. Ils importent peu. Ce qui compte, c'est ta présence.","Die Vergessenen sind hier gefangen, ja. Aber sie haben seit den Tagen des Ersten Architekten geschlummert. Sie sind jetzt nicht wichtig. Was wichtig ist, ist deine Anwesenheit."
dialogtree_KauboiConversationTree_77a82247-e50c-42c3-9a34-77287e3d024e_0,私をここに導いたのはあなた？,"¿Tú me has traído hasta aquí?","M'as-tu appelée ici ?","Hast du mich herbestellt?"
dialogtree_KauboiConversationTree_790e4b4e-373f-42cc-92e4-c5778c2a1a4c,昔のことだ、我はグロントの宇宙で聖なるハイパーキューブを見つけた。ヴォイド・デレゲーションの手に渡れば、破壊に利用しようとするだろう。そうなることは避けたかった。,"Hace eones, me encontré con el Hipercubo Sagrado en el universo de Ghronto. Quería protegerlo para impedir que la Delegación del Vacío se hiciera con él, ya que lo utilizaría para sembrar el caos y la destrucción.","Il y a des siècles, j'ai trouvé le Saint Hypercube dans l'univers de Ghronto. Je voulais empêcher la Délégation du Néant de remettre la main dessus, son usage serait destructeur.","Vor Äonen stieß ich in Ghrontos Universum auf den Heiligen Hyperwürfel. Ich wollte ihn davor schützen, dass die Leere-Delegation ihn zurückerobert, um ihn zu zerstören."
dialogtree_KauboiConversationTree_790e4b4e-373f-42cc-92e4-c5778c2a1a4c_0,続けて。,"Cuéntame más.",Continue.,"Erzähl mir mehr."
dialogtree_KauboiConversationTree_790e4b4e-373f-42cc-92e4-c5778c2a1a4c_1,どうでもいい。本題に入って。,"No me importa. Ve al grano.","Ça m'est égal. Va droit au but.","Ist mir egal. Komm auf den Punkt."
dialogtree_KauboiConversationTree_7edd333b-db2e-4a06-9729-cc61b0b6e92c,その懸念は最もだ。しかし、奴にも予測できないことはある。お前がリボルバーを持っているとは思わないだろうし、我々の策謀を知る由もない。デレゲーションの監視も、この地には届かないのだ。,"Sí, pero no puede predecir esta situación. No esperará que lleves ningún arma, y tampoco puede descubrir nuestro complot. La Delegación no puede detectarnos aquí.","Il l'est, mais il ne peut pas prédire ceci. Il ne s'attendra pas à ce que tu sois armée, et il ne peut pas découvrir notre complot. La Délégation ne peut pas nous atteindre ici.","Das ist er, aber er kann das nicht vorhersehen. Er wird nicht erwarten, dass du bewaffnet bist, und er hat keine Möglichkeit, unsere Verschwörung zu entdecken. Wir sind hier wirklich vor den Augen der Delegation verborgen."
dialogtree_KauboiConversationTree_7edd333b-db2e-4a06-9729-cc61b0b6e92c_0,それでも、いい方法だとは思えない。,"Sigue sin parecerme buena idea.","Ce n'est toujours pas une bonne idée.","Ich glaube immer noch nicht, dass das eine gute Idee ist."
dialogtree_KauboiConversationTree_7edd333b-db2e-4a06-9729-cc61b0b6e92c_1,わかった。じゃあリボルバーを渡して。,"Está bien. Dame el revólver.","D'accord, donne-moi le revolver.","Gut, gib mir den Revolver."
dialogtree_KauboiConversationTree_819fed1b-c6ae-4439-8295-b4d2dca12e04,"我を含むレルムウォーカーたちは、領域に対する恐怖がアポリオンの精神を冒してしまったのだと感じたのだ。それは狂気を帯びた執念へと変わり、自ら送り出したはずの開拓者たちに戦争を仕掛けた。
[__]
お前が自らの潜在意識を覗き込めば、我らの歴史を記したタナトス経典の言葉を垣間見ることも叶うかも知れないな。","Somos muchos los que creemos que el miedo que le inspiran los reinos ha contaminado la mente de Apolión. Se convirtió en una auténtica obsesión, y se enfrentó a los arquitectos que él mismo había creado.
[__]
Si entras en tu subconsciente, podrás echar un vistazo a las palabras eternas de las Escrituras de Tánatos, donde se recoge nuestra historia de forma detallada.","Pour moi, et bien d'autres, la peur des royaumes d'Apollyon lui a empoisonné l'esprit. C'est devenu une obsession et il s'est mis en guerre contre les architectes qu'il avait créés.
[__]
Si tu regardes son subconscient, tu verras les mots éternels des textes sacrés de Thanatos, qui racontent notre histoire.","Ich und viele andere hatten das Gefühl, dass Apollyons Angst vor den Reichen seinen Geist vergiftete. Es wurde zu einer wahnsinnigen Besessenheit, und er führte Krieg gegen die Architekten, die er erschaffen hatte.
 [__]
 Wenn du in dein Unterbewusstsein blickst, kannst du die ewigen Worte der Thanatos-Schriften sehen, die unsere Geschichte beschreiben."
dialogtree_KauboiConversationTree_8843ba84-0952-471f-b246-40a4e856a5b3,"レルムウォーカーは強大だが、物質に直接干渉する力は弱い。お前と話をするにも、物質的な形態を取るにも膨大なエネルギーを要する。そちらの世界に触れて干渉するとなれば、尚のことだ。
ヘンリケは恐らく、お前の仲間だったロボット、セラスに大穴を開けたために休息しているのだろう。

その代わり、我々は誘導することを学んだ。ほとんどの領域には住人がいて、生物は適当な動機さえあれば何でもしてくれる。ここのエーテルバックは忠実な働きを見せてくれる。お前を連れてきてくれただろう。","Los trotarreinos son poderosos, pero nuestra capacidad para interactuar directamente con la materia es muy débil. Hace falta una cantidad de energía enorme solo para hablar contigo y utilizar nuestras formas físicas, y mucha más para tocar y causar un efecto en tu mundo.
Seguramente, Henrique siga descansando después de haberle abierto ese agujero a tu compañero robot, Therus.
 
En lugar de eso, hemos aprendido a manipular. La mayoría de los reinos tienen habitantes; son criaturas a las que podemos convencer de hacer lo que sea con la motivación adecuada. Las tribus de Æther me son leales, como ya has visto cuando te trajeron aquí.","Les passe-royaume sont puissants, contrairement à nos capacités d'interaction directe avec la matière. Il me faut une énergie immense pour te parler ou porter nos formes physiques. Plus encore pour toucher ou affecter ton monde.
Henrique se repose sûrement après avoir tiré sur ton compagnon, Thérus.

Alors, nous avons appris à manipuler. Chaque royaume a des habitants, des créatures qui peuvent être persuadées de faire n'importe quoi si on les y motive bien. Les tribus d'Aetherbacks me sont loyales, comme tu l'as vu quand elles t'ont amenée ici.","Reichswandler sind mächtig, aber unsere Fähigkeiten, direkt mit der Materie zu interagieren, sind schwach. Schon um mit dir zu reden oder unsere körperliche Form anzunehmen, brauchen wir eine riesige Menge an Energie. Noch viel mehr, um eure Welt zu berühren und zu beeinflussen.
 Henrique ruht sich wahrscheinlich immer noch aus, nachdem er das Loch in deinen Robotergefährten Therus gesprengt hat.
 
 Stattdessen haben wir gelernt zu manipulieren. Die meisten Reiche haben Bewohner, Kreaturen, die mit der richtigen Motivation zu allem Möglichen überredet werden können. Die Ætherback-Stämme hier arbeiten treu für mich, wie du gesehen hast, als sie dich hierhergetragen haben."
dialogtree_KauboiConversationTree_8843ba84-0952-471f-b246-40a4e856a5b3_0,よし、わかった。それで、ヘンリケをどう止めるの？,"Vale, entonces... ¿cómo detenemos a Henrique?","D'accord, alors comment arrêter Henrique ?","Okay, okay, und wie halten wir Henrique auf?"
dialogtree_KauboiConversationTree_8843ba84-0952-471f-b246-40a4e856a5b3_1,私も誘導されてる気がしてきた,"¿Por qué tengo la impresión de que me estás manipulando ahora mismo?","Pourquoi j'ai l'impression que tu me manipules, là ?","Warum habe ich das Gefühl, dass du mich jetzt manipulierst?"
dialogtree_KauboiConversationTree_8a878820-0876-4df3-bf3c-d69440747f56,"誰が見てもが残忍な老いぼれ教祖だった。あれが退けばロボットたちも幸せになったことだろう。


奴への愛着など関係のないことだ。ヘンリケの任務が達成されれば、あの宇宙もどうせ滅びてしまうのだからな。","Según se dice, era un líder senil y despiadado. Esos robots estarán mejor sin él.
 
 
Mi vinculación emocional con él es irrelevante. De todas formas, ese universo está condenado si Henrique tiene éxito en su misión.","De toute évidence, c'était un dirigeant cruel et sénile et ces robots seront plus heureux de le voir détrôné.


Mon lien affectif n'a aucune importance. Cet univers est condamné, de toute façon, même si la mission d'Henrique est une réussite.","Nach allem, was man hört, war er ein grausamer und seniler Anführer, und diese Roboter werden glücklicher sein, wenn er abgesetzt wird.
 
 
 Meine emotionale Bindung zu ihm ist irrelevant. Dieses Universum ist sowieso dem Untergang geweiht, wenn Henriques Mission erfolgreich ist."
